user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
a100003608,1/14/18,Facebook,control,FALSE,English,English,55+ years,,,,
a100003608,1/28/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003609,1/14/18,Instagram,control,FALSE,English,English,55+ years,,,,
a100003609,1/28/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003610,1/14/18,Instagram,control,FALSE,English,English,0-18 years,,,,
a100003610,1/29/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003611,1/14/18,Facebook,control,FALSE,English,English,19-24 years,,,,
a100003611,1/29/18,House Ads,control,FALSE,English,English,19-24 years,,,,
a100003612,1/14/18,House Ads,control,FALSE,English,Arabic,24-30 years,,,,
a100003612,1/29/18,House Ads,control,FALSE,English,Arabic,24-30 years,,,,
a100003613,1/14/18,House Ads,control,FALSE,English,Spanish,30-36 years,,,,
a100003613,1/29/18,House Ads,control,FALSE,English,Spanish,30-36 years,,,,
a100003614,1/14/18,House Ads,control,FALSE,English,Arabic,36-45 years,,,,
a100003614,1/29/18,House Ads,control,FALSE,English,Arabic,36-45 years,,,,
a100003615,1/15/18,House Ads,control,FALSE,English,Spanish,45-55 years,,,,
a100003615,1/29/18,House Ads,control,FALSE,English,Spanish,45-55 years,,,,
a100003616,1/15/18,Push,control,FALSE,English,English,55+ years,,,,
a100003616,1/29/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003617,1/15/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003617,1/30/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003618,1/15/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003618,1/30/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003619,1/15/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003619,1/30/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003620,1/15/18,Push,control,FALSE,English,English,19-24 years,,,,
a100003620,1/30/18,House Ads,control,FALSE,English,English,19-24 years,,,,
a100003621,1/15/18,Facebook,control,FALSE,English,English,24-30 years,,,,
a100003621,1/30/18,House Ads,control,FALSE,English,English,24-30 years,,,,
a100003622,1/16/18,Instagram,control,FALSE,English,English,30-36 years,,,,
a100003622,1/30/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003623,1/16/18,Instagram,control,FALSE,English,English,36-45 years,,,,
a100003623,1/30/18,House Ads,control,FALSE,English,English,36-45 years,,,,
a100003624,1/16/18,Facebook,control,FALSE,English,English,45-55 years,,,,
a100003624,1/31/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003625,1/16/18,House Ads,control,FALSE,English,Arabic,55+ years,,,,
a100003625,1/31/18,House Ads,control,FALSE,English,Arabic,55+ years,,,,
a100003626,1/16/18,House Ads,control,FALSE,English,Spanish,55+ years,,,,
a100003626,1/31/18,House Ads,control,FALSE,English,Spanish,55+ years,,,,
a100003627,1/16/18,House Ads,control,FALSE,English,Arabic,55+ years,,,,
a100003627,1/31/18,House Ads,control,FALSE,English,Arabic,55+ years,,,,
a100003628,1/16/18,House Ads,control,FALSE,English,Spanish,0-18 years,,,,
a100003628,1/31/18,House Ads,control,FALSE,English,Spanish,0-18 years,,,,
a100003629,1/17/18,Push,control,FALSE,English,English,19-24 years,,,,
a100003629,1/31/18,House Ads,control,FALSE,English,English,19-24 years,,,,
a100003630,1/17/18,House Ads,control,FALSE,English,English,24-30 years,,,,
a100003630,1/31/18,House Ads,control,FALSE,English,English,24-30 years,,,,
a100003631,1/17/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003631,1/1/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003632,1/17/18,House Ads,control,FALSE,English,English,36-45 years,,,,
a100003632,1/1/18,House Ads,control,FALSE,English,English,36-45 years,,,,
a100003633,1/17/18,Push,control,FALSE,English,English,45-55 years,,,,
a100003633,1/1/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003634,1/17/18,Facebook,control,FALSE,English,English,55+ years,,,,
a100003634,1/1/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003635,1/17/18,Instagram,control,FALSE,English,English,55+ years,,,,
a100003635,1/1/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003636,1/18/18,Instagram,control,FALSE,English,English,55+ years,,,,
a100003636,1/1/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003637,1/18/18,Facebook,control,FALSE,English,English,0-18 years,,,,
a100003637,1/1/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003638,1/18/18,House Ads,control,FALSE,English,Arabic,19-24 years,,,,
a100003638,1/2/18,House Ads,control,FALSE,Arabic,Arabic,19-24 years,,,,
a100003639,1/18/18,House Ads,control,FALSE,English,Spanish,0-18 years,,,,
a100003639,1/2/18,House Ads,control,FALSE,Spanish,Spanish,0-18 years,,,,
a100003640,1/18/18,House Ads,control,FALSE,English,Arabic,19-24 years,,,,
a100003640,1/2/18,House Ads,control,FALSE,Arabic,Arabic,19-24 years,,,,
a100003641,1/18/18,House Ads,control,FALSE,English,Spanish,24-30 years,,,,
a100003641,1/2/18,House Ads,control,FALSE,English,Spanish,24-30 years,,,,
a100003642,1/18/18,Push,control,FALSE,English,English,30-36 years,,,,
a100003642,1/2/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003643,1/19/18,House Ads,control,FALSE,English,English,36-45 years,,,,
a100003643,1/2/18,House Ads,control,FALSE,English,English,36-45 years,,,,
a100003644,1/19/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003644,1/2/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003645,1/19/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003645,1/3/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003646,1/19/18,Push,control,FALSE,English,English,55+ years,,,,
a100003646,1/3/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003647,1/19/18,Facebook,control,FALSE,English,English,55+ years,,,,
a100003647,1/3/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003648,1/19/18,Instagram,control,FALSE,English,English,0-18 years,,,,
a100003648,1/3/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003649,1/19/18,Instagram,control,FALSE,English,English,19-24 years,,,,
a100003649,1/3/18,House Ads,control,FALSE,English,English,19-24 years,,,,
a100003650,1/20/18,Facebook,control,FALSE,English,English,24-30 years,,,,
a100003650,1/3/18,House Ads,control,FALSE,English,English,24-30 years,,,,
a100003651,1/20/18,House Ads,control,FALSE,English,Arabic,30-36 years,,,,
a100003651,1/3/18,House Ads,control,FALSE,Arabic,Arabic,30-36 years,,,,
a100003652,1/20/18,House Ads,control,FALSE,English,Spanish,36-45 years,,,,
a100003652,1/4/18,House Ads,control,FALSE,Spanish,Spanish,36-45 years,,,,
a100003653,1/20/18,House Ads,control,FALSE,English,Arabic,45-55 years,,,,
a100003653,1/4/18,House Ads,control,FALSE,Arabic,Arabic,45-55 years,,,,
a100003654,1/20/18,House Ads,control,FALSE,English,Spanish,55+ years,,,,
a100003654,1/4/18,House Ads,control,FALSE,Spanish,Spanish,55+ years,,,,
a100003655,1/20/18,Push,control,FALSE,English,English,55+ years,,,,
a100003655,1/4/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003656,1/20/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003656,1/4/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003657,1/21/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003657,1/4/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003658,1/21/18,House Ads,control,FALSE,English,English,19-24 years,,,,
a100003658,1/4/18,House Ads,control,FALSE,English,English,19-24 years,,,,
a100003659,1/21/18,Push,control,FALSE,English,English,24-30 years,,,,
a100003659,1/5/18,House Ads,control,FALSE,English,English,24-30 years,,,,
a100003660,1/21/18,Facebook,control,FALSE,English,English,30-36 years,,,,
a100003660,1/5/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003661,1/21/18,Instagram,control,FALSE,English,English,36-45 years,,,,
a100003661,1/5/18,House Ads,control,FALSE,English,English,36-45 years,,,,
a100003662,1/21/18,Instagram,control,FALSE,English,English,45-55 years,,,,
a100003662,1/5/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003663,1/21/18,Facebook,control,FALSE,English,English,55+ years,,,,
a100003663,1/5/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003664,1/22/18,House Ads,control,FALSE,English,Spanish,55+ years,,,,
a100003664,1/5/18,House Ads,control,FALSE,Spanish,Spanish,55+ years,,,,
a100003665,1/22/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003665,1/5/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003666,1/22/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003666,1/6/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003667,1/22/18,House Ads,control,FALSE,English,English,19-24 years,,,,
a100003667,1/6/18,House Ads,control,FALSE,English,English,19-24 years,,,,
a100003668,1/22/18,Push,control,FALSE,English,English,24-30 years,,,,
a100003668,1/6/18,House Ads,control,FALSE,English,English,24-30 years,,,,
a100003669,1/22/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003669,1/6/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003670,1/22/18,House Ads,control,FALSE,English,English,36-45 years,,,,
a100003670,1/6/18,House Ads,control,FALSE,English,English,36-45 years,,,,
a100003671,1/23/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003671,1/6/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003672,1/23/18,Push,control,FALSE,English,English,55+ years,,,,
a100003672,1/6/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003673,1/23/18,Facebook,control,FALSE,English,English,55+ years,,,,
a100003673,1/7/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003674,1/23/18,Instagram,control,FALSE,English,English,55+ years,,,,
a100003674,1/7/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003675,1/23/18,Instagram,control,FALSE,English,English,0-18 years,,,,
a100003675,1/7/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003676,1/23/18,Facebook,control,FALSE,English,English,19-24 years,,,,
a100003676,1/7/18,House Ads,control,FALSE,English,English,19-24 years,,,,
a100003677,1/23/18,House Ads,control,FALSE,English,Spanish,0-18 years,,,,
a100003677,1/7/18,House Ads,control,FALSE,English,Spanish,0-18 years,,,,
a100003678,1/24/18,House Ads,control,FALSE,English,English,19-24 years,,,,
a100003678,1/7/18,House Ads,control,FALSE,English,English,19-24 years,,,,
a100003679,1/24/18,House Ads,control,FALSE,English,Spanish,24-30 years,,,,
a100003679,1/8/18,House Ads,control,FALSE,Spanish,Spanish,24-30 years,,,,
a100003680,1/24/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003680,1/8/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003681,1/24/18,Push,control,FALSE,English,English,36-45 years,,,,
a100003681,1/8/18,House Ads,control,FALSE,English,English,36-45 years,,,,
a100003682,1/24/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003682,1/8/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003683,1/24/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003683,1/8/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003684,1/24/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003684,1/8/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003685,1/24/18,Push,control,FALSE,English,English,55+ years,,,,
a100003685,1/8/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003686,1/25/18,Facebook,control,FALSE,English,English,0-18 years,,,,
a100003686,1/9/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003687,1/25/18,Instagram,control,FALSE,English,English,19-24 years,,,,
a100003687,1/9/18,House Ads,control,FALSE,English,English,19-24 years,,,,
a100003688,1/25/18,Instagram,control,FALSE,English,English,24-30 years,,,,
a100003688,1/9/18,House Ads,control,FALSE,English,English,24-30 years,,,,
a100003689,1/25/18,Facebook,control,FALSE,English,English,30-36 years,,,,
a100003689,1/9/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003690,1/25/18,House Ads,control,FALSE,English,Spanish,36-45 years,,,,
a100003690,1/9/18,House Ads,control,FALSE,Spanish,Spanish,36-45 years,,,,
a100003691,1/25/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003691,1/9/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003692,1/25/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003692,1/9/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003693,1/26/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003693,1/10/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003694,1/26/18,Push,control,FALSE,English,English,55+ years,,,,
a100003694,1/10/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003695,1/26/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003695,1/10/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003696,1/26/18,House Ads,control,FALSE,English,Spanish,19-24 years,,,,
a100003696,1/10/18,House Ads,control,FALSE,Spanish,Spanish,19-24 years,,,,
a100003697,1/26/18,House Ads,control,FALSE,English,English,24-30 years,,,,
a100003697,1/10/18,House Ads,control,FALSE,English,English,24-30 years,,,,
a100003698,1/26/18,Push,control,FALSE,English,English,30-36 years,,,,
a100003698,1/10/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003699,1/26/18,Facebook,control,FALSE,English,English,36-45 years,,,,
a100003699,1/10/18,House Ads,control,FALSE,English,English,36-45 years,,,,
a100003700,1/27/18,Instagram,control,FALSE,English,English,45-55 years,,,,
a100003700,1/11/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003701,1/27/18,Instagram,control,FALSE,English,English,55+ years,,,,
a100003701,1/11/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003702,1/27/18,Facebook,control,FALSE,English,English,55+ years,,,,
a100003702,1/11/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003703,1/27/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003703,1/11/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003704,1/27/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003704,1/11/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003705,1/27/18,House Ads,control,FALSE,English,Spanish,19-24 years,,,,
a100003705,1/11/18,House Ads,control,FALSE,English,Spanish,19-24 years,,,,
a100003706,1/27/18,House Ads,control,FALSE,English,English,24-30 years,,,,
a100003706,1/11/18,House Ads,control,FALSE,English,English,24-30 years,,,,
a100003707,1/28/18,Push,control,FALSE,English,English,30-36 years,,,,
a100003707,1/12/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003708,1/28/18,House Ads,control,FALSE,English,English,36-45 years,,,,
a100003708,1/12/18,House Ads,control,FALSE,English,English,36-45 years,,,,
a100003709,1/28/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003710,1/28/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003711,1/28/18,Push,control,FALSE,English,English,55+ years,,,,
a100003712,1/28/18,Facebook,control,FALSE,English,English,55+ years,,,,
a100003713,1/28/18,Instagram,control,FALSE,English,English,0-18 years,,,,
a100003714,1/29/18,Instagram,control,FALSE,English,English,19-24 years,,,,
a100003715,1/29/18,Facebook,control,FALSE,English,English,0-18 years,,,,
a100003716,1/29/18,House Ads,control,FALSE,English,English,19-24 years,,,,
a100003717,1/29/18,House Ads,control,FALSE,English,English,24-30 years,,,,
a100003718,1/29/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003719,1/29/18,House Ads,control,FALSE,English,English,36-45 years,,,,
a100003720,1/29/18,Push,control,FALSE,English,English,45-55 years,,,,
a100003721,1/30/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003722,1/30/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003723,1/30/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003724,1/30/18,Push,control,FALSE,English,English,0-18 years,,,,
a100003725,1/30/18,Facebook,control,FALSE,English,English,19-24 years,,,,
a100003726,1/30/18,Instagram,control,FALSE,English,English,24-30 years,,,,
a100003727,1/30/18,Instagram,control,FALSE,English,English,30-36 years,,,,
a100003728,1/31/18,Facebook,control,FALSE,English,English,36-45 years,,,,
a100003729,1/31/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003730,1/31/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003731,1/31/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003732,1/31/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003733,1/31/18,Push,control,FALSE,English,English,0-18 years,,,,
a100003734,1/31/18,House Ads,control,FALSE,English,English,19-24 years,,,,
a100003735,1/1/18,House Ads,control,FALSE,English,English,24-30 years,,,,
a100003736,1/1/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003737,1/1/18,Push,control,FALSE,English,English,36-45 years,,,,
a100003738,1/1/18,Facebook,control,FALSE,English,English,45-55 years,,,,
a100003739,1/1/18,Instagram,control,FALSE,English,English,55+ years,,,,
a100003740,1/1/18,Instagram,control,FALSE,English,English,55+ years,,,,
a100003741,1/1/18,Facebook,control,FALSE,English,English,55+ years,,,,
a100003742,1/2/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003743,1/2/18,House Ads,control,FALSE,English,English,19-24 years,,,,
a100003744,1/2/18,House Ads,control,FALSE,English,English,24-30 years,,,,
a100003745,1/2/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003746,1/2/18,Push,control,FALSE,English,English,36-45 years,,,,
a100003747,1/2/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003748,1/2/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003749,1/3/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003750,1/3/18,Push,control,FALSE,English,English,55+ years,,,,
a100003751,1/3/18,Facebook,control,FALSE,English,English,0-18 years,,,,
a100003752,1/3/18,Instagram,control,FALSE,English,English,19-24 years,,,,
a100003753,1/3/18,Instagram,control,FALSE,English,English,0-18 years,,,,
a100003754,1/3/18,Facebook,control,FALSE,English,English,19-24 years,,,,
a100003755,1/3/18,House Ads,control,FALSE,English,English,24-30 years,,,,
a100003756,1/4/18,House Ads,control,FALSE,English,English,30-36 years,,,,
a100003757,1/4/18,House Ads,control,FALSE,English,English,36-45 years,,,,
a100003758,1/4/18,House Ads,control,FALSE,English,English,45-55 years,,,,
a100003759,1/4/18,Push,control,FALSE,English,English,55+ years,,,,
a100003760,1/4/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003761,1/4/18,House Ads,control,FALSE,English,English,55+ years,,,,
a100003762,1/4/18,House Ads,control,FALSE,English,English,0-18 years,,,,
a100003763,1/5/18,Push,control,FALSE,English,English,19-24 years,,,,
a100003764,1/5/18,Facebook,control,FALSE,English,English,24-30 years,,,,
a100003765,1/5/18,Instagram,control,FALSE,English,English,30-36 years,,,,
a100003766,1/5/18,Instagram,control,FALSE,English,English,36-45 years,,,,
a100005848,1/15/18,Email,control,FALSE,English,English,0-18 years,,,,
a100005848,1/27/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005849,1/15/18,Email,control,FALSE,English,English,19-24 years,,,,
a100005849,1/27/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005850,1/15/18,Email,control,FALSE,English,English,24-30 years,,,,
a100005850,1/27/18,Push,personalization,FALSE,English,English,30-36 years,,,,
a100005851,1/15/18,Email,control,FALSE,English,English,30-36 years,,,,
a100005851,1/27/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100005852,1/15/18,Email,control,FALSE,English,English,36-45 years,,,,
a100005852,1/28/18,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100005853,1/15/18,Email,control,FALSE,English,English,45-55 years,,,,
a100005853,1/28/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100005854,1/15/18,Email,control,FALSE,English,English,55+ years,,,,
a100005854,1/28/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100005855,1/15/18,Email,control,FALSE,English,English,0-18 years,,,,
a100005855,1/28/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005856,1/15/18,Email,control,FALSE,English,English,19-24 years,,,,
a100005856,1/28/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005857,1/15/18,Email,control,FALSE,English,English,24-30 years,,,,
a100005857,1/28/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005858,1/15/18,Email,control,FALSE,English,English,30-36 years,,,,
a100005858,1/28/18,Push,personalization,FALSE,English,English,36-45 years,,,,
a100005859,1/15/18,Email,control,FALSE,English,English,36-45 years,,,,
a100005859,1/29/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100005860,1/15/18,Email,control,FALSE,English,English,45-55 years,,,,
a100005860,1/29/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100005861,1/15/18,Email,control,FALSE,English,English,55+ years,,,,
a100005861,1/29/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005862,1/15/18,Email,control,FALSE,English,English,0-18 years,,,,
a100005862,1/29/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005863,1/15/18,Email,control,FALSE,English,English,19-24 years,,,,
a100005863,1/29/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005864,1/15/18,Email,control,FALSE,English,English,24-30 years,,,,
a100005864,1/29/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005865,1/15/18,Email,control,FALSE,English,English,30-36 years,,,,
a100005865,1/29/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005866,1/15/18,Email,control,FALSE,English,English,36-45 years,,,,
a100005866,1/30/18,Push,personalization,FALSE,English,English,45-55 years,,,,
a100005867,1/15/18,Email,control,FALSE,English,English,45-55 years,,,,
a100005867,1/30/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005868,1/15/18,Email,control,FALSE,English,English,55+ years,,,,
a100005868,1/30/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005869,1/15/18,Email,control,FALSE,English,English,0-18 years,,,,
a100005869,1/30/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100005870,1/15/18,Email,control,FALSE,English,English,19-24 years,,,,
a100005870,1/30/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005871,1/15/18,Email,control,FALSE,English,English,24-30 years,,,,
a100005871,1/30/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005872,1/15/18,Email,control,FALSE,English,English,30-36 years,,,,
a100005872,1/30/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005873,1/15/18,Email,control,FALSE,English,English,36-45 years,,,,
a100005873,1/31/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005874,1/15/18,Email,control,FALSE,English,English,45-55 years,,,,
a100005874,1/31/18,Push,personalization,FALSE,English,English,55+ years,,,,
a100005875,1/15/18,Email,control,FALSE,English,English,55+ years,,,,
a100005875,1/31/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100005876,1/15/18,Email,control,FALSE,English,English,0-18 years,,,,
a100005876,1/31/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100005877,1/15/18,Email,control,FALSE,English,English,19-24 years,,,,
a100005877,1/31/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100005878,1/15/18,Email,control,FALSE,English,English,24-30 years,,,,
a100005878,1/31/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100005879,1/15/18,Email,control,FALSE,English,English,30-36 years,,,,
a100005879,1/31/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005880,1/15/18,Email,control,FALSE,English,English,36-45 years,,,,
a100005880,1/1/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005881,1/15/18,Email,control,FALSE,English,English,45-55 years,,,,
a100005881,1/1/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005882,1/15/18,Email,control,FALSE,English,English,55+ years,,,,
a100005882,1/1/18,Push,personalization,FALSE,English,English,0-18 years,,,,
a100005883,1/15/18,Email,control,FALSE,English,English,0-18 years,,,,
a100005883,1/1/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005884,1/15/18,Email,control,FALSE,English,English,19-24 years,,,,
a100005884,1/1/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100005885,1/15/18,Email,control,FALSE,English,English,24-30 years,,,,
a100005885,1/1/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005886,1/15/18,Email,control,FALSE,English,English,30-36 years,,,,
a100005886,1/1/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100005887,1/15/18,Email,control,FALSE,English,English,36-45 years,,,,
a100005887,1/2/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005888,1/15/18,Email,control,FALSE,English,English,45-55 years,,,,
a100005888,1/2/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005889,1/15/18,Email,control,FALSE,English,English,55+ years,,,,
a100005889,1/2/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005890,1/15/18,Email,control,FALSE,English,English,0-18 years,,,,
a100005890,1/2/18,Push,personalization,FALSE,English,English,19-24 years,,,,
a100005891,1/15/18,Email,control,FALSE,English,English,19-24 years,,,,
a100005891,1/2/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005892,1/15/18,Email,control,FALSE,English,English,24-30 years,,,,
a100005892,1/2/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005893,1/15/18,Email,control,FALSE,English,English,30-36 years,,,,
a100005893,1/2/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100005894,1/15/18,Email,control,FALSE,English,English,36-45 years,,,,
a100005894,1/3/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100005895,1/15/18,Email,control,FALSE,English,English,45-55 years,,,,
a100005895,1/3/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005896,1/15/18,Email,control,FALSE,English,English,55+ years,,,,
a100005896,1/3/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005897,1/15/18,Email,control,FALSE,English,English,0-18 years,,,,
a100005897,1/3/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005898,1/15/18,Email,control,FALSE,English,English,19-24 years,,,,
a100005898,1/3/18,Push,personalization,FALSE,English,English,24-30 years,,,,
a100005899,1/15/18,Email,control,FALSE,English,English,24-30 years,,,,
a100005899,1/3/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100005900,1/15/18,Email,control,FALSE,English,English,30-36 years,,,,
a100005900,1/3/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100005901,1/15/18,Email,control,FALSE,English,English,36-45 years,,,,
a100005901,1/4/18,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100005902,1/15/18,Email,control,FALSE,English,English,45-55 years,,,,
a100005902,1/4/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005903,1/15/18,Email,control,FALSE,English,English,55+ years,,,,
a100005903,1/4/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005904,1/15/18,Email,control,FALSE,English,English,0-18 years,,,,
a100005904,1/4/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005905,1/15/18,Email,control,FALSE,English,English,19-24 years,,,,
a100005905,1/4/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
